empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;OLT;Regional;Motivo;Motivo do Cancelamento;Setor que cancelou
Horizon Telecom;Reparo de Fibra;Americana;20261256028;15/01/2026 18:30:26;Cancelado;15/01/2026 21:30:26;OLT-HUAWEI-8;Americana;Reparo de Fibra;Preço Elevado;Retenção
FiberTech;Reparo de Fibra;Campinas;20267825317;08/02/2026 00:06:11;Cancelado;11/02/2026 12:06:11;OLT-HUAWEI-5;Campinas;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Valinhos;20266857727;01/01/2026 11:13:43;Cancelado;07/01/2026 23:13:43;OLT-ZTE-3;Valinhos;Troca de Tecnologia;Troca por Concorrente;Comercial
FiberTech;Troca de Tecnologia;Paulínia;20265972747;14/02/2026 20:53:51;Cancelado;18/02/2026 05:53:51;OLT-ZTE-8;Paulínia;Troca de Tecnologia;Preço Elevado;Telemarketing
Horizon Telecom;Instalação Nova;Paulínia;20262245720;07/02/2026 20:43:57;Cancelado;14/02/2026 06:43:57;OLT-HUAWEI-10;Paulínia;Instalação Nova;Mudança de Cidade;Telemarketing
FiberTech;Instalação Nova;Valinhos;20261588242;20/01/2026 15:53:05;Cancelado;20/01/2026 18:53:05;OLT-HUAWEI-8;Valinhos;Instalação Nova;Troca por Concorrente;Comercial
Conecta+;Suporte Wi-Fi;Hortolândia;20261967594;28/01/2026 13:52:36;Cancelado;04/02/2026 14:52:36;OLT-HUAWEI-3;Hortolândia;Suporte Wi-Fi;Troca por Concorrente;Comercial
FiberTech;Troca de Tecnologia;Campinas;20263850717;25/01/2026 19:22:18;Cancelado;02/02/2026 05:22:18;OLT-ZTE-2;Campinas;Troca de Tecnologia;Troca por Concorrente;Financeiro
Conecta+;Troca de Tecnologia;Americana;20261056882;10/02/2026 01:37:24;Cancelado;14/02/2026 02:37:24;OLT-NOKIA-2;Americana;Troca de Tecnologia;Preço Elevado;Retenção
Horizon Telecom;Suporte Wi-Fi;Valinhos;20267178254;04/01/2026 22:44:35;Cancelado;09/01/2026 02:44:35;OLT-NOKIA-4;Valinhos;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Conecta+;Mudança de Endereço;Hortolândia;20264134211;15/01/2026 06:00:11;Cancelado;16/01/2026 10:00:11;OLT-ZTE-10;Hortolândia;Mudança de Endereço;Mudança de Cidade;Telemarketing
Conecta+;Reparo de Fibra;Americana;20261729905;07/01/2026 04:38:21;Cancelado;12/01/2026 07:38:21;OLT-ZTE-7;Americana;Reparo de Fibra;Mudança de Cidade;Retenção
Conecta+;Troca de Tecnologia;Valinhos;20264493459;21/01/2026 18:36:44;Cancelado;25/01/2026 22:36:44;OLT-ZTE-4;Valinhos;Troca de Tecnologia;Troca por Concorrente;Telemarketing
Conecta+;Reparo de Fibra;Sumaré;20268669292;12/01/2026 10:59:25;Cancelado;12/01/2026 19:59:25;OLT-HUAWEI-4;Sumaré;Reparo de Fibra;Mudança de Cidade;Retenção
FiberTech;Troca de Tecnologia;Valinhos;20261575404;28/12/2025 16:03:01;Cancelado;02/01/2026 17:03:01;OLT-NOKIA-6;Valinhos;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Conecta+;Suporte Wi-Fi;Hortolândia;20264055235;14/01/2026 20:24:42;Cancelado;18/01/2026 03:24:42;OLT-ZTE-8;Hortolândia;Suporte Wi-Fi;Problemas Técnicos;Telemarketing
Conecta+;Reparo de Fibra;Hortolândia;20261922879;01/01/2026 20:35:52;Cancelado;05/01/2026 21:35:52;OLT-ZTE-10;Hortolândia;Reparo de Fibra;Troca por Concorrente;Retenção
Conecta+;Troca de Tecnologia;Valinhos;20261054171;13/01/2026 10:45:14;Cancelado;19/01/2026 19:45:14;OLT-ZTE-4;Valinhos;Troca de Tecnologia;Troca por Concorrente;Telemarketing
Horizon Telecom;Instalação Nova;Valinhos;20264234294;06/01/2026 23:44:03;Cancelado;08/01/2026 11:44:03;OLT-ZTE-7;Valinhos;Instalação Nova;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Americana;20264234760;20/01/2026 01:12:15;Cancelado;23/01/2026 01:12:15;OLT-ZTE-4;Americana;Troca de Tecnologia;Troca por Concorrente;Financeiro
Conecta+;Troca de Tecnologia;Sumaré;20266907882;27/01/2026 21:24:04;Cancelado;28/01/2026 07:24:04;OLT-HUAWEI-5;Sumaré;Troca de Tecnologia;Troca por Concorrente;Financeiro
Conecta+;Suporte Wi-Fi;Paulínia;20266986090;10/02/2026 06:59:17;Cancelado;15/02/2026 18:59:17;OLT-ZTE-3;Paulínia;Suporte Wi-Fi;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Campinas;20261359255;25/01/2026 07:19:10;Cancelado;31/01/2026 11:19:10;OLT-NOKIA-9;Campinas;Mudança de Endereço;Mudança de Cidade;Financeiro
Horizon Telecom;Reparo de Fibra;Campinas;20269418453;09/01/2026 11:38:27;Cancelado;11/01/2026 11:38:27;OLT-NOKIA-7;Campinas;Reparo de Fibra;Problemas Técnicos;Comercial
Horizon Telecom;Troca de Tecnologia;Valinhos;20266387854;05/02/2026 07:46:34;Cancelado;08/02/2026 19:46:34;OLT-ZTE-5;Valinhos;Troca de Tecnologia;Problemas Técnicos;Comercial
Horizon Telecom;Suporte Wi-Fi;Paulínia;20266480612;31/12/2025 22:51:53;Cancelado;02/01/2026 10:51:53;OLT-ZTE-3;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Financeiro
Horizon Telecom;Troca de Tecnologia;Hortolândia;20264144810;04/02/2026 00:24:19;Cancelado;08/02/2026 09:24:19;OLT-ZTE-7;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Financeiro
Horizon Telecom;Mudança de Endereço;Valinhos;20269059280;14/02/2026 03:04:52;Cancelado;15/02/2026 04:04:52;OLT-ZTE-10;Valinhos;Mudança de Endereço;Troca por Concorrente;Telemarketing
FiberTech;Instalação Nova;Valinhos;20267358135;10/02/2026 03:15:02;Cancelado;12/02/2026 03:15:02;OLT-HUAWEI-7;Valinhos;Instalação Nova;Preço Elevado;Telemarketing
FiberTech;Troca de Tecnologia;Valinhos;20262655229;09/01/2026 16:40:14;Cancelado;09/01/2026 21:40:14;OLT-NOKIA-10;Valinhos;Troca de Tecnologia;Problemas Técnicos;Retenção
FiberTech;Mudança de Endereço;Paulínia;20262621876;03/02/2026 14:12:29;Cancelado;09/02/2026 18:12:29;OLT-ZTE-10;Paulínia;Mudança de Endereço;Problemas Técnicos;Telemarketing
Horizon Telecom;Reparo de Fibra;Sumaré;20266143013;01/02/2026 09:09:56;Cancelado;07/02/2026 15:09:56;OLT-ZTE-10;Sumaré;Reparo de Fibra;Preço Elevado;Telemarketing
Conecta+;Troca de Tecnologia;Paulínia;20261233537;03/01/2026 07:11:20;Cancelado;10/01/2026 15:11:20;OLT-HUAWEI-9;Paulínia;Troca de Tecnologia;Preço Elevado;Retenção
Horizon Telecom;Reparo de Fibra;Hortolândia;20267131980;09/02/2026 18:37:53;Cancelado;12/02/2026 05:37:53;OLT-HUAWEI-3;Hortolândia;Reparo de Fibra;Mudança de Cidade;Financeiro
Conecta+;Instalação Nova;Hortolândia;20266415023;31/01/2026 21:04:23;Cancelado;07/02/2026 06:04:23;OLT-HUAWEI-1;Hortolândia;Instalação Nova;Problemas Técnicos;Telemarketing
Conecta+;Suporte Wi-Fi;Paulínia;20267094810;08/01/2026 08:57:44;Cancelado;13/01/2026 17:57:44;OLT-HUAWEI-6;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Comercial
Horizon Telecom;Troca de Tecnologia;Campinas;20261225252;31/01/2026 11:41:31;Cancelado;06/02/2026 21:41:31;OLT-ZTE-10;Campinas;Troca de Tecnologia;Troca por Concorrente;Retenção
Horizon Telecom;Suporte Wi-Fi;Paulínia;20264237674;07/02/2026 14:06:55;Cancelado;14/02/2026 18:06:55;OLT-HUAWEI-4;Paulínia;Suporte Wi-Fi;Mudança de Cidade;Financeiro
Conecta+;Suporte Wi-Fi;Campinas;20267647086;24/01/2026 23:34:26;Cancelado;28/01/2026 23:34:26;OLT-ZTE-6;Campinas;Suporte Wi-Fi;Mudança de Cidade;Comercial
Horizon Telecom;Instalação Nova;Paulínia;20266142498;11/02/2026 05:53:07;Cancelado;15/02/2026 13:53:07;OLT-HUAWEI-7;Paulínia;Instalação Nova;Troca por Concorrente;Financeiro
Horizon Telecom;Troca de Tecnologia;Campinas;20262395526;27/12/2025 21:36:21;Cancelado;03/01/2026 08:36:21;OLT-HUAWEI-1;Campinas;Troca de Tecnologia;Troca por Concorrente;Comercial
Conecta+;Mudança de Endereço;Sumaré;20267199500;01/01/2026 21:25:30;Cancelado;09/01/2026 09:25:30;OLT-HUAWEI-3;Sumaré;Mudança de Endereço;Mudança de Cidade;Comercial
FiberTech;Suporte Wi-Fi;Paulínia;20269109681;02/02/2026 21:21:56;Cancelado;05/02/2026 02:21:56;OLT-HUAWEI-10;Paulínia;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Mudança de Endereço;Americana;20261793611;16/02/2026 04:48:54;Cancelado;16/02/2026 10:48:54;OLT-ZTE-10;Americana;Mudança de Endereço;Preço Elevado;Financeiro
Conecta+;Suporte Wi-Fi;Sumaré;20261030369;06/02/2026 22:45:02;Cancelado;07/02/2026 06:45:02;OLT-NOKIA-7;Sumaré;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Horizon Telecom;Troca de Tecnologia;Americana;20262692690;26/01/2026 13:19:26;Cancelado;02/02/2026 19:19:26;OLT-ZTE-1;Americana;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Reparo de Fibra;Valinhos;20261491299;08/02/2026 16:45:44;Cancelado;14/02/2026 20:45:44;OLT-NOKIA-1;Valinhos;Reparo de Fibra;Problemas Técnicos;Comercial
Horizon Telecom;Reparo de Fibra;Sumaré;20266065484;16/01/2026 18:04:19;Cancelado;16/01/2026 19:04:19;OLT-HUAWEI-1;Sumaré;Reparo de Fibra;Troca por Concorrente;Comercial
FiberTech;Troca de Tecnologia;Campinas;20267168790;26/01/2026 17:41:10;Cancelado;26/01/2026 22:41:10;OLT-HUAWEI-8;Campinas;Troca de Tecnologia;Troca por Concorrente;Retenção
Horizon Telecom;Mudança de Endereço;Sumaré;20269575411;21/01/2026 18:36:44;Cancelado;24/01/2026 06:36:44;OLT-ZTE-9;Sumaré;Mudança de Endereço;Problemas Técnicos;Comercial
FiberTech;Suporte Wi-Fi;Sumaré;20264825540;30/01/2026 09:47:58;Cancelado;30/01/2026 21:47:58;OLT-HUAWEI-5;Sumaré;Suporte Wi-Fi;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Campinas;20268676756;10/01/2026 21:29:21;Cancelado;13/01/2026 21:29:21;OLT-HUAWEI-1;Campinas;Mudança de Endereço;Troca por Concorrente;Comercial
Conecta+;Mudança de Endereço;Sumaré;20262302174;29/01/2026 10:19:48;Cancelado;30/01/2026 19:19:48;OLT-HUAWEI-2;Sumaré;Mudança de Endereço;Problemas Técnicos;Telemarketing
Conecta+;Mudança de Endereço;Americana;20266567171;02/01/2026 19:52:48;Cancelado;08/01/2026 23:52:48;OLT-NOKIA-1;Americana;Mudança de Endereço;Troca por Concorrente;Comercial
Horizon Telecom;Suporte Wi-Fi;Americana;20261365052;16/01/2026 03:41:32;Cancelado;18/01/2026 06:41:32;OLT-HUAWEI-5;Americana;Suporte Wi-Fi;Problemas Técnicos;Retenção
Conecta+;Suporte Wi-Fi;Paulínia;20264896442;04/02/2026 05:23:00;Cancelado;08/02/2026 05:23:00;OLT-HUAWEI-1;Paulínia;Suporte Wi-Fi;Mudança de Cidade;Financeiro
Conecta+;Troca de Tecnologia;Paulínia;20261630608;31/01/2026 01:25:36;Cancelado;03/02/2026 05:25:36;OLT-NOKIA-6;Paulínia;Troca de Tecnologia;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Hortolândia;20264758628;22/01/2026 07:48:09;Cancelado;23/01/2026 14:48:09;OLT-ZTE-4;Hortolândia;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
FiberTech;Mudança de Endereço;Sumaré;20262878559;09/01/2026 08:50:30;Cancelado;11/01/2026 16:50:30;OLT-NOKIA-10;Sumaré;Mudança de Endereço;Problemas Técnicos;Telemarketing
Conecta+;Mudança de Endereço;Americana;20266154188;30/01/2026 21:55:07;Cancelado;01/02/2026 23:55:07;OLT-HUAWEI-2;Americana;Mudança de Endereço;Mudança de Cidade;Telemarketing
FiberTech;Troca de Tecnologia;Hortolândia;20262199589;12/01/2026 17:24:00;Cancelado;19/01/2026 04:24:00;OLT-NOKIA-2;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Comercial
Conecta+;Mudança de Endereço;Campinas;20261800229;24/01/2026 04:21:17;Cancelado;29/01/2026 05:21:17;OLT-NOKIA-5;Campinas;Mudança de Endereço;Mudança de Cidade;Retenção
Conecta+;Troca de Tecnologia;Americana;20261014611;07/01/2026 16:03:00;Cancelado;07/01/2026 23:03:00;OLT-ZTE-3;Americana;Troca de Tecnologia;Troca por Concorrente;Retenção
FiberTech;Instalação Nova;Valinhos;20265687839;04/02/2026 10:11:47;Cancelado;10/02/2026 13:11:47;OLT-ZTE-2;Valinhos;Instalação Nova;Troca por Concorrente;Retenção
FiberTech;Instalação Nova;Campinas;20261774582;03/01/2026 09:25:58;Cancelado;07/01/2026 13:25:58;OLT-ZTE-5;Campinas;Instalação Nova;Troca por Concorrente;Telemarketing
Conecta+;Reparo de Fibra;Americana;20263048081;30/12/2025 07:53:42;Cancelado;01/01/2026 16:53:42;OLT-HUAWEI-7;Americana;Reparo de Fibra;Mudança de Cidade;Retenção
Horizon Telecom;Reparo de Fibra;Paulínia;20266133629;10/01/2026 14:46:54;Cancelado;15/01/2026 18:46:54;OLT-HUAWEI-8;Paulínia;Reparo de Fibra;Mudança de Cidade;Comercial
Conecta+;Suporte Wi-Fi;Campinas;20269540032;15/02/2026 11:27:13;Cancelado;18/02/2026 16:27:13;OLT-HUAWEI-6;Campinas;Suporte Wi-Fi;Mudança de Cidade;Telemarketing
Horizon Telecom;Instalação Nova;Campinas;20263751989;30/12/2025 15:16:10;Cancelado;05/01/2026 15:16:10;OLT-ZTE-4;Campinas;Instalação Nova;Troca por Concorrente;Financeiro
Horizon Telecom;Reparo de Fibra;Paulínia;20267098351;19/01/2026 10:53:09;Cancelado;23/01/2026 13:53:09;OLT-HUAWEI-10;Paulínia;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Valinhos;20268423719;10/01/2026 12:49:17;Cancelado;14/01/2026 20:49:17;OLT-HUAWEI-7;Valinhos;Troca de Tecnologia;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Americana;20262849576;10/02/2026 06:50:31;Cancelado;16/02/2026 09:50:31;OLT-ZTE-8;Americana;Mudança de Endereço;Troca por Concorrente;Telemarketing
FiberTech;Instalação Nova;Hortolândia;20264093479;02/02/2026 06:08:13;Cancelado;06/02/2026 15:08:13;OLT-NOKIA-8;Hortolândia;Instalação Nova;Preço Elevado;Comercial
Conecta+;Mudança de Endereço;Americana;20268987414;31/12/2025 07:00:05;Cancelado;06/01/2026 14:00:05;OLT-HUAWEI-4;Americana;Mudança de Endereço;Preço Elevado;Telemarketing
Horizon Telecom;Instalação Nova;Hortolândia;20266370623;11/01/2026 09:56:10;Cancelado;15/01/2026 13:56:10;OLT-NOKIA-8;Hortolândia;Instalação Nova;Problemas Técnicos;Comercial
FiberTech;Troca de Tecnologia;Sumaré;20264209622;12/01/2026 16:39:19;Cancelado;16/01/2026 16:39:19;OLT-HUAWEI-2;Sumaré;Troca de Tecnologia;Preço Elevado;Telemarketing
FiberTech;Reparo de Fibra;Valinhos;20267001073;01/02/2026 00:28:21;Cancelado;08/02/2026 10:28:21;OLT-HUAWEI-3;Valinhos;Reparo de Fibra;Mudança de Cidade;Telemarketing
Conecta+;Suporte Wi-Fi;Hortolândia;20269553815;16/02/2026 07:37:44;Cancelado;16/02/2026 15:37:44;OLT-HUAWEI-2;Hortolândia;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Paulínia;20262977174;11/02/2026 10:48:04;Cancelado;16/02/2026 18:48:04;OLT-HUAWEI-10;Paulínia;Suporte Wi-Fi;Mudança de Cidade;Comercial
Conecta+;Troca de Tecnologia;Sumaré;20268322608;05/01/2026 23:45:21;Cancelado;12/01/2026 10:45:21;OLT-NOKIA-6;Sumaré;Troca de Tecnologia;Troca por Concorrente;Telemarketing
Conecta+;Suporte Wi-Fi;Hortolândia;20266041222;27/01/2026 22:38:45;Cancelado;04/02/2026 09:38:45;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi;Preço Elevado;Financeiro
Horizon Telecom;Troca de Tecnologia;Paulínia;20267352667;30/12/2025 17:49:20;Cancelado;05/01/2026 21:49:20;OLT-HUAWEI-10;Paulínia;Troca de Tecnologia;Mudança de Cidade;Comercial
FiberTech;Mudança de Endereço;Hortolândia;20263235277;15/01/2026 19:00:01;Cancelado;19/01/2026 20:00:01;OLT-ZTE-10;Hortolândia;Mudança de Endereço;Problemas Técnicos;Comercial
FiberTech;Reparo de Fibra;Hortolândia;20266086278;21/01/2026 18:06:40;Cancelado;22/01/2026 02:06:40;OLT-HUAWEI-7;Hortolândia;Reparo de Fibra;Troca por Concorrente;Comercial
Conecta+;Instalação Nova;Americana;20263643671;09/02/2026 16:42:19;Cancelado;15/02/2026 17:42:19;OLT-ZTE-7;Americana;Instalação Nova;Troca por Concorrente;Retenção
Horizon Telecom;Instalação Nova;Paulínia;20262659123;04/02/2026 06:54:09;Cancelado;04/02/2026 12:54:09;OLT-HUAWEI-2;Paulínia;Instalação Nova;Mudança de Cidade;Financeiro
FiberTech;Troca de Tecnologia;Hortolândia;20264660579;28/12/2025 05:15:22;Cancelado;02/01/2026 08:15:22;OLT-HUAWEI-1;Hortolândia;Troca de Tecnologia;Troca por Concorrente;Retenção
FiberTech;Reparo de Fibra;Valinhos;20265661443;22/01/2026 11:03:25;Cancelado;27/01/2026 23:03:25;OLT-NOKIA-5;Valinhos;Reparo de Fibra;Problemas Técnicos;Retenção
FiberTech;Mudança de Endereço;Americana;20263688406;16/01/2026 15:24:38;Cancelado;19/01/2026 01:24:38;OLT-ZTE-4;Americana;Mudança de Endereço;Problemas Técnicos;Telemarketing
FiberTech;Instalação Nova;Valinhos;20267294800;20/01/2026 02:42:36;Cancelado;22/01/2026 07:42:36;OLT-ZTE-3;Valinhos;Instalação Nova;Preço Elevado;Comercial
Conecta+;Reparo de Fibra;Paulínia;20266115756;15/01/2026 09:19:35;Cancelado;22/01/2026 18:19:35;OLT-HUAWEI-7;Paulínia;Reparo de Fibra;Preço Elevado;Telemarketing
FiberTech;Reparo de Fibra;Paulínia;20267597381;02/01/2026 22:38:32;Cancelado;04/01/2026 05:38:32;OLT-ZTE-10;Paulínia;Reparo de Fibra;Preço Elevado;Comercial
FiberTech;Reparo de Fibra;Campinas;20266326971;19/01/2026 18:40:52;Cancelado;20/01/2026 01:40:52;OLT-HUAWEI-6;Campinas;Reparo de Fibra;Troca por Concorrente;Telemarketing
Horizon Telecom;Reparo de Fibra;Sumaré;20269445040;19/01/2026 14:57:55;Cancelado;22/01/2026 18:57:55;OLT-HUAWEI-4;Sumaré;Reparo de Fibra;Preço Elevado;Telemarketing
Conecta+;Instalação Nova;Sumaré;20263545307;16/01/2026 06:46:32;Cancelado;19/01/2026 06:46:32;OLT-NOKIA-1;Sumaré;Instalação Nova;Troca por Concorrente;Financeiro
FiberTech;Troca de Tecnologia;Campinas;20263956603;14/02/2026 15:20:46;Cancelado;16/02/2026 02:20:46;OLT-NOKIA-1;Campinas;Troca de Tecnologia;Mudança de Cidade;Retenção
FiberTech;Reparo de Fibra;Paulínia;20261848238;01/02/2026 00:14:47;Cancelado;05/02/2026 08:14:47;OLT-HUAWEI-6;Paulínia;Reparo de Fibra;Problemas Técnicos;Retenção
Horizon Telecom;Mudança de Endereço;Americana;20263843490;31/01/2026 04:47:08;Cancelado;04/02/2026 07:47:08;OLT-HUAWEI-10;Americana;Mudança de Endereço;Preço Elevado;Retenção
Horizon Telecom;Instalação Nova;Sumaré;20263358309;31/12/2025 02:22:24;Cancelado;06/01/2026 07:22:24;OLT-NOKIA-7;Sumaré;Instalação Nova;Preço Elevado;Financeiro
FiberTech;Troca de Tecnologia;Campinas;20262890598;13/02/2026 10:35:33;Cancelado;13/02/2026 22:35:33;OLT-HUAWEI-8;Campinas;Troca de Tecnologia;Preço Elevado;Retenção
Conecta+;Reparo de Fibra;Hortolândia;20269645974;12/01/2026 19:34:43;Cancelado;14/01/2026 04:34:43;OLT-HUAWEI-10;Hortolândia;Reparo de Fibra;Preço Elevado;Comercial
FiberTech;Troca de Tecnologia;Paulínia;20266404249;27/01/2026 01:11:44;Cancelado;27/01/2026 12:11:44;OLT-NOKIA-2;Paulínia;Troca de Tecnologia;Problemas Técnicos;Telemarketing
Horizon Telecom;Reparo de Fibra;Hortolândia;20266280640;22/01/2026 00:11:50;Cancelado;27/01/2026 09:11:50;OLT-NOKIA-2;Hortolândia;Reparo de Fibra;Preço Elevado;Financeiro
FiberTech;Suporte Wi-Fi;Campinas;20262721792;29/01/2026 11:14:41;Cancelado;04/02/2026 23:14:41;OLT-ZTE-9;Campinas;Suporte Wi-Fi;Preço Elevado;Retenção
Conecta+;Suporte Wi-Fi;Sumaré;20267551067;20/01/2026 15:33:31;Cancelado;25/01/2026 21:33:31;OLT-HUAWEI-1;Sumaré;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Instalação Nova;Hortolândia;20264855084;02/01/2026 16:56:49;Cancelado;08/01/2026 19:56:49;OLT-ZTE-2;Hortolândia;Instalação Nova;Troca por Concorrente;Comercial
Conecta+;Instalação Nova;Paulínia;20269308687;14/02/2026 00:33:57;Cancelado;15/02/2026 00:33:57;OLT-NOKIA-9;Paulínia;Instalação Nova;Preço Elevado;Telemarketing
Conecta+;Mudança de Endereço;Sumaré;20267763634;28/01/2026 10:36:58;Cancelado;28/01/2026 13:36:58;OLT-ZTE-5;Sumaré;Mudança de Endereço;Problemas Técnicos;Retenção
Horizon Telecom;Instalação Nova;Paulínia;20268825251;20/01/2026 20:26:36;Cancelado;23/01/2026 03:26:36;OLT-HUAWEI-2;Paulínia;Instalação Nova;Mudança de Cidade;Telemarketing
Horizon Telecom;Reparo de Fibra;Sumaré;20268246428;30/01/2026 19:07:57;Cancelado;04/02/2026 01:07:57;OLT-NOKIA-7;Sumaré;Reparo de Fibra;Mudança de Cidade;Retenção
FiberTech;Instalação Nova;Valinhos;20263878558;27/01/2026 02:49:16;Cancelado;01/02/2026 06:49:16;OLT-ZTE-2;Valinhos;Instalação Nova;Preço Elevado;Retenção
Horizon Telecom;Troca de Tecnologia;Paulínia;20263342204;03/02/2026 07:32:11;Cancelado;07/02/2026 11:32:11;OLT-HUAWEI-1;Paulínia;Troca de Tecnologia;Troca por Concorrente;Retenção
Conecta+;Reparo de Fibra;Campinas;20267671094;31/01/2026 09:25:22;Cancelado;04/02/2026 13:25:22;OLT-HUAWEI-8;Campinas;Reparo de Fibra;Troca por Concorrente;Financeiro
FiberTech;Reparo de Fibra;Hortolândia;20268741445;22/01/2026 01:02:26;Cancelado;26/01/2026 06:02:26;OLT-ZTE-8;Hortolândia;Reparo de Fibra;Preço Elevado;Retenção
Horizon Telecom;Reparo de Fibra;Americana;20263088273;06/02/2026 22:13:25;Cancelado;11/02/2026 04:13:25;OLT-NOKIA-10;Americana;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Reparo de Fibra;Hortolândia;20269153744;17/01/2026 19:52:53;Cancelado;17/01/2026 22:52:53;OLT-ZTE-6;Hortolândia;Reparo de Fibra;Preço Elevado;Comercial
Horizon Telecom;Suporte Wi-Fi;Campinas;20266229973;08/02/2026 22:39:28;Cancelado;09/02/2026 03:39:28;OLT-NOKIA-3;Campinas;Suporte Wi-Fi;Mudança de Cidade;Retenção
Conecta+;Instalação Nova;Americana;20267072656;31/01/2026 00:55:26;Cancelado;01/02/2026 10:55:26;OLT-ZTE-6;Americana;Instalação Nova;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Campinas;20263339088;15/02/2026 06:39:06;Cancelado;18/02/2026 14:39:06;OLT-ZTE-6;Campinas;Suporte Wi-Fi;Problemas Técnicos;Comercial
Horizon Telecom;Instalação Nova;Paulínia;20263034300;10/02/2026 16:16:44;Cancelado;17/02/2026 17:16:44;OLT-HUAWEI-10;Paulínia;Instalação Nova;Problemas Técnicos;Comercial
Horizon Telecom;Mudança de Endereço;Paulínia;20267562661;09/01/2026 02:38:54;Cancelado;14/01/2026 03:38:54;OLT-HUAWEI-7;Paulínia;Mudança de Endereço;Mudança de Cidade;Financeiro
Horizon Telecom;Troca de Tecnologia;Hortolândia;20269845234;21/01/2026 20:32:08;Cancelado;21/01/2026 22:32:08;OLT-HUAWEI-1;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Comercial
FiberTech;Troca de Tecnologia;Hortolândia;20264669797;17/01/2026 06:52:00;Cancelado;23/01/2026 13:52:00;OLT-ZTE-9;Hortolândia;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Mudança de Endereço;Campinas;20269141988;03/01/2026 10:52:57;Cancelado;10/01/2026 16:52:57;OLT-ZTE-8;Campinas;Mudança de Endereço;Problemas Técnicos;Comercial
FiberTech;Reparo de Fibra;Valinhos;20267949746;18/01/2026 10:58:34;Cancelado;25/01/2026 13:58:34;OLT-HUAWEI-6;Valinhos;Reparo de Fibra;Troca por Concorrente;Retenção
Conecta+;Mudança de Endereço;Sumaré;20261875885;05/01/2026 23:38:08;Cancelado;11/01/2026 23:38:08;OLT-HUAWEI-7;Sumaré;Mudança de Endereço;Mudança de Cidade;Financeiro
Conecta+;Instalação Nova;Hortolândia;20266821103;30/12/2025 21:06:23;Cancelado;03/01/2026 05:06:23;OLT-ZTE-5;Hortolândia;Instalação Nova;Preço Elevado;Comercial
FiberTech;Troca de Tecnologia;Campinas;20262453010;08/02/2026 10:16:42;Cancelado;08/02/2026 16:16:42;OLT-ZTE-7;Campinas;Troca de Tecnologia;Problemas Técnicos;Telemarketing
